Book Name,Author,Rating,Rating_Filled,Number of Reviews,Log Reviews,Price,Description,Genre,Ranks and Genre,Audible Rank,Listening Time,Listening Time Minutes,Data_Source,Has_Description,Has_Genre,Has_Listening_Time,Book_Name_Key,Author_Key
Peppa Pig: Once Upon a Time,Ladybird,4.8,4.8,30.0,3.4339872044851463,342.0,"A collection of ten newly recorded audio stories based on Peppa Pig, the hit TV show!",Animal Fiction for Children | Animals for Children | Children's Literature & Fiction (Books),",#438 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#2 in Animal Fiction for Children,#2 in Animals for Children,#768 in Children's Literature & Fiction (Books)",438.0,59 minutes,59.0,Both,1,1,1,peppa pig: once upon a time,ladybird
Peppa Pig: Peppa Goes Swimming and Other Audio Stories,Ladybird,,4.5,0.0,0.0,410.0,,Unknown,Unknown,,Unknown,,Both,0,0,0,peppa pig: peppa goes swimming and other audio stories,ladybird
Peppa Pig: Peppa Meets the Queen and Other Audio Stories,Ladybird,4.5,4.5,87.0,4.477336814478207,410.0,"Peppa Pig comes to audio! Peppa Meets the Queen and Other Audio Stories is a wonderful audiobook collection based on the hit TV show Peppa Pig, featuring newly recorded narration by John Sparkes, a full cast of voices from the original TV dialogue, music and special effects.",Pigs Fiction for Children | Animal Fiction for Children | Children's Literature & Fiction (Books),",#1,867 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Pigs Fiction for Children,#17 in Animal Fiction for Children,#3,296 in Children's Literature & Fiction (Books)",1867.0,19 minutes,19.0,Advanced Only,1,1,1,peppa pig: peppa meets the queen and other audio stories,ladybird
Peppa Pig: Play Days,Ladybird,4.9,4.9,24.0,3.2188758248682006,342.0,"Penguin presents the audio download edition of Peppa Pig: Play Days by Ladybird, read by John Sparkes. Come join Peppa and her all her friends as they explore and play in this collection of 10 newly recorded audio stories based on her hit TV show, Peppa Pig. Includes dialogue, songs and sound effects from the show!",Animal Fiction for Children | Animals for Children | Children's Literature & Fiction (Books),",#607 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#7 in Animal Fiction for Children,#7 in Animals for Children,#988 in Children's Literature & Fiction (Books)",607.0,40 minutes,40.0,Both,1,1,1,peppa pig: play days,ladybird
Percy Jackson and the Battle of the Labyrinth,Rick Riordan,4.7,4.7,3202.0,8.071843149609158,888.0,,Unknown,Unknown,,Unknown,,Both,0,0,0,percy jackson and the battle of the labyrinth,rick riordan
Percy Jackson and the Greek Gods,Rick Riordan,4.7,4.7,1668.0,7.419979923661835,888.0,Who could tell the true stories of the gods and goddesses of Olympus better than modern-day demigod Percy Jackson?,Science Fiction | Science Fiction (Books) | Children's Fantasy (Books),",#3,812 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#102 in Science Fiction (Audible Audiobooks & Originals),#1,096 in Science Fiction (Books),#2,424 in Children's Fantasy (Books)",3812.0,12 hours and 23 minutes,743.0,Both,1,1,1,percy jackson and the greek gods,rick riordan
Percy Jackson and the Greek Heroes,Rick Riordan,4.7,4.7,337.0,5.823045895483019,888.0,"In this gripping follow-up to Percy Jackson and the Greek Gods, demigod Percy Jackson tells the stories of 12 of the original Greek heroes in all their gory, bloodthirsty glory.","Fairy Tales, Folk Tales & Myths for Children | Literature & Fiction for Children | Children's Traditional Stories (Books)",",#4,233 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#43 in Fairy Tales, Folk Tales & Myths for Children,#276 in Literature & Fiction for Children,#1,177 in Children's Traditional Stories (Books)",4233.0,15 hours and 46 minutes,946.0,Both,1,1,1,percy jackson and the greek heroes,rick riordan
Percy Jackson and the Last Olympian,Rick Riordan,4.7,4.7,3587.0,8.185350223178686,888.0,"The fifth fantastic adventure in the Percy Jackson series is now available to download, complete and unabridged, on audio!",Fantasy & Magic for Children | Literature & Fiction for Children | Children's Fantasy (Books),",#199 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#9 in Fantasy & Magic for Children,#14 in Literature & Fiction for Children,#183 in Children's Fantasy (Books)",199.0,11 hours,660.0,Both,1,1,1,percy jackson and the last olympian,rick riordan
Perennial Seller: The Art of Making and Marketing Work That Lasts,Ryan Holiday,4.7,4.7,257.0,5.552959584921617,879.0,,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,perennial seller: the art of making and marketing work that lasts,ryan holiday
"Performance Dashboards: Measuring, Monitoring, and Managing Your Business, 2nd Edition",Wayne W. Eckerson,4.5,4.5,30.0,3.4339872044851463,836.0,"Tips, techniques, and trends on harnessing dashboard technology to optimize business performance.",Unknown,Unknown,,Unknown,,Both,1,0,0,"performance dashboards: measuring, monitoring, and managing your business, 2nd edition",wayne w. eckerson
Performing Under Pressure: The Science of Doing Your Best When It Matters Most,Hendrie Weisinger,4.5,4.5,127.0,4.852030263919617,1005.0,"Nobody performs better under pressure. Regardless of the task, pressure ruthlessly diminishes our judgment, decision making, attention, dexterity, and performance in every professional and personal arena. In Performing Under Pressure, Drs. Hendrie Weisinger and J.P. Pawliw-Fry introduce us to the concept of pressure management, offering empirically tested short-term and long-term solutions to help us overcome the debilitating effects of pressure.",Stress Management | Business Decision Making & Problem Solving | Leadership,",#1,365 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#22 in Stress Management,#22 in Business Decision Making & Problem Solving,#68 in Leadership",1365.0,11 hours,660.0,Both,1,1,1,performing under pressure: the science of doing your best when it matters most,hendrie weisinger
Perfume: The Story of a Murderer,Patrick Suskind,4.4,4.4,1189.0,7.081708586105575,683.0,A downloadable audiobook edition of the modern classic Perfume read by Sean Barrett.,Unknown,Unknown,,Unknown,,Advanced Only,1,0,0,perfume: the story of a murderer,patrick suskind
"Peril at Granite Peak: Hardy Boys Adventures, Book 5",Franklin W. Dixon,4.5,4.5,31.0,3.4657359027997265,305.0,,Unknown,Unknown,,Unknown,,Both,0,0,0,"peril at granite peak: hardy boys adventures, book 5",franklin w. dixon
"Period Repair Manual: Natural Treatment for Better Hormones and Better Periods, 2nd Edition",Lara Briden ND,4.8,4.8,878.0,6.778784897685177,703.0,,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,"period repair manual: natural treatment for better hormones and better periods, 2nd edition",lara briden nd
Permanent Record,Edward Snowden,4.6,4.6,4937.0,8.504715669905124,323.0,"Edward Snowden, the man who risked everything to expose the US government’s system of mass surveillance, reveals for the first time the story of his life, including how he helped to build that system and what motivated him to try to bring it down.",Biographies of Activists | Biographies of Politicians | Privacy & Surveillance Studies,",#191 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Biographies of Activists,#1 in Biographies of Politicians,#2 in Privacy & Surveillance Studies",191.0,11 hours and 31 minutes,691.0,Both,1,1,1,permanent record,edward snowden
Permission to Screw Up: How I Learned to Lead by Doing (Almost) Everything Wrong,Kristen Hadeed,4.8,4.8,102.0,4.634728988229636,879.0,,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,permission to screw up: how i learned to lead by doing (almost) everything wrong,kristen hadeed
Personal History,Katharine Graham,4.5,4.5,298.0,5.700443573390687,1759.0,,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,personal history,katharine graham
Personal Mastery,Satheesh Gopalan,,4.5,0.0,0.0,305.0,,Unknown,Unknown,,Unknown,,Both,0,0,0,personal mastery,satheesh gopalan
Personality Isn't Permanent: Break Free from Self-Limiting Beliefs and Rewrite Your Story,Benjamin Hardy,4.8,4.8,343.0,5.840641657373398,879.0,,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,personality isn't permanent: break free from self-limiting beliefs and rewrite your story,benjamin hardy
"Persuader: Jack Reacher, Book 7",Lee Child,4.6,4.6,4127.0,8.325548307161398,1093.0,,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,"persuader: jack reacher, book 7",lee child
Persuasion,Jane Austen,4.2,4.2,1667.0,7.419380582918692,836.0,,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,persuasion,jane austen
Peter Lundt 1-4,Arne Sommer,,4.5,0.0,0.0,0.0,,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,peter lundt 1-4,arne sommer
Peter Pan,J. M. Barrie,4.4,4.4,1284.0,7.158513997329321,501.0,,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,peter pan,j. m. barrie
Phantoms in the Brain: Probing the Mysteries of the Human Mind,V.S. Ramachandran,4.6,4.6,241.0,5.488937726156687,1055.0,"Neuroscientist V. S. Ramachandran is internationally renowned for uncovering answers to the deep and quirky questions of human nature that few scientists have dared to address. His bold insights about the brain are matched only by the stunning simplicity of his experiments - using such low-tech tools such as cotton swabs, glasses of water, and dime-store mirrors.",Philosophy & Science | Neuroscience & Neuropsychology | Physical Illness & Disease,",#820 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#6 in Philosophy & Science,#7 in Neuroscience & Neuropsychology,#11 in Physical Illness & Disease",820.0,10 hours and 47 minutes,647.0,Both,1,1,1,phantoms in the brain: probing the mysteries of the human mind,v.s. ramachandran
Phenomenology of Spirit,David DeVries,4.5,4.5,136.0,4.919980925828125,1338.0,,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,phenomenology of spirit,david devries
Philosophers: Their Lives and Works,Simon Blackburn,4.4,4.4,35.0,3.58351893845611,888.0,"An illuminating celebration of more than 80 of the world's most important thinkers, this audiobook explores the fascinating stories of their lives, their loves and their pioneering ideas.",Philosopher Biographies | History of Ideas | Society & Culture (Books),",#4,557 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#4 in Philosopher Biographies,#94 in History of Ideas,#3,393 in Society & Culture (Books)",4557.0,18 hours and 14 minutes,1094.0,Both,1,1,1,philosophers: their lives and works,simon blackburn
Philosophia Ultima: The Upanishadic Universal Vision of Totality,Osho,5.0,5.0,1.0,0.6931471805599453,569.0,,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,philosophia ultima: the upanishadic universal vision of totality,osho
Philosophical Foundations for a Christian Worldview: 2nd Edition,J. P. Moreland,4.8,4.8,47.0,3.871201010907891,1055.0,,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,philosophical foundations for a christian worldview: 2nd edition,j. p. moreland
Philosophy and the Law: How Judges Reason,Professor Stephen Mathis,,4.5,0.0,0.0,1673.0,,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,philosophy and the law: how judges reason,professor stephen mathis
Philosophy: A Very Short Introduction,Edward Craig,4.4,4.4,137.0,4.927253685157205,539.0,,Unknown,Unknown,,Unknown,,Both,0,0,0,philosophy: a very short introduction,edward craig
Pied Piper,Nevil Shute,4.6,4.6,333.0,5.811140992976701,721.0,"John Howard is determined to brighten up his old age by taking a fishing trip to France, but during his stay the Nazis invade. Howard must try to escape back to England with the two small children of some friends who are forced to stay behind in order to help the Allied war effort. As the conflict grows closer, the roads become impassable and Howard also comes across five more children who need his help. He ends up leading this motley group of youngsters through the French countryside, constantly beset by danger yet heroically protecting his charges.",Classic Literature | Literary Fiction | Classic Fiction (Books),",#1,942 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#99 in Classic Literature,#120 in Literary Fiction,#1,895 in Classic Fiction (Books)",1942.0,8 hours and 44 minutes,524.0,Advanced Only,1,1,1,pied piper,nevil shute
Pigs Have Wings,P. G. Wodehouse,4.4,4.4,58.0,4.07753744390572,569.0,,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,pigs have wings,p. g. wodehouse
"Pilgrim's Progress: Updated, Modern English",John Bunyan,,4.5,0.0,0.0,836.0,,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,"pilgrim's progress: updated, modern english",john bunyan
Pines,Blake Crouch,4.2,4.2,6013.0,8.701845363548474,603.0,,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,pines,blake crouch
Plato's Symposium,Plato,4.3,4.3,128.0,4.859812404361672,351.0,,Unknown,Unknown,,Unknown,,Both,0,0,0,plato's symposium,plato
"Plato, Socrates, and the Dialogues",Michael Sugrue,,4.5,0.0,0.0,1171.0,,Unknown,Unknown,,Unknown,,Advanced Only,0,0,0,"plato, socrates, and the dialogues",michael sugrue
Plato: A Very Short Introduction,Julia Annas,4.2,4.2,30.0,3.4339872044851463,233.0,,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,plato: a very short introduction,julia annas
"Play Bigger: How Pirates, Dreamers and Innovators Create and Dominate Markets",Al Ramadan,4.4,4.4,127.0,4.852030263919617,1063.0,The how-to playbook for start-ups and established companies on a groundbreaking discipline called category design.,Investing Analysis & Strategy | Analysis & Strategy,",#4,037 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#14 in Investing Analysis & Strategy,#6,671 in Analysis & Strategy",4037.0,8 hours and 7 minutes,487.0,Both,1,1,1,"play bigger: how pirates, dreamers and innovators create and dominate markets",al ramadan
