Book Name,Author,Rating,Rating_Filled,Number of Reviews,Log Reviews,Price,Description,Genre,Ranks and Genre,Audible Rank,Listening Time,Listening Time Minutes,Data_Source,Has_Description,Has_Genre,Has_Listening_Time,Book_Name_Key,Author_Key,Review_Group
Ayurvedic Wellness: The Art and Science of Vibrant Health,Suhas Kshirsagar BAMS,5.0,5.0,2.0,1.0986122886681098,1148.0,"Discover the Ancient Science of Health, Vitality, and Happiness",Fitness Workouts | Weight Loss Diets | Middle Eastern History (Books),",#970 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#2 in Fitness Workouts,#5 in Weight Loss Diets,#30 in Middle Eastern History (Books)",970.0,6 hours and 22 minutes,382.0,Both,1,1,1,ayurvedic wellness: the art and science of vibrant health,suhas kshirsagar bams,0-50
"China, India, and the United States: The Future of Economic Supremacy",Peter Rodriguez,5.0,5.0,2.0,1.0986122886681098,333.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,"china, india, and the united states: the future of economic supremacy",peter rodriguez,0-50
Dan Brown: Audible Sessions: FREE Exclusive Interview,Holly Newson,5.0,5.0,2.0,1.0986122886681098,0.0,Unknown,Unknown,Unknown,,Unknown,,Advanced Only,0,0,0,dan brown: audible sessions: free exclusive interview,holly newson,0-50
"Danielle Steel Value Collection: Fine Things, Jewels, Vanished",Danielle Steel,5.0,5.0,2.0,1.0986122886681098,902.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,"danielle steel value collection: fine things, jewels, vanished",danielle steel,0-50
Dick Barton: Special Agent: The Complete BBC Radio Collection,Edward J. Mason,5.0,5.0,2.0,1.0986122886681098,1093.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,dick barton: special agent: the complete bbc radio collection,edward j. mason,0-50
Doctor Who: Eleventh Doctor Tales: Eleventh Doctor Audio Originals,Oli Smith,5.0,5.0,2.0,1.0986122886681098,1093.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,doctor who: eleventh doctor tales: eleventh doctor audio originals,oli smith,0-50
Enterprise Artificial Intelligence Transformation,Rashed Haq,5.0,5.0,2.0,1.0986122886681098,586.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,enterprise artificial intelligence transformation,rashed haq,0-50
Great Speeches and Soliloquies,Simon Russell Beale,5.0,5.0,2.0,1.0986122886681098,422.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,great speeches and soliloquies,simon russell beale,0-50
Jugaad 3.0,Simone Ahuja,5.0,5.0,2.0,1.0986122886681098,879.0,Unknown,Unknown,Unknown,,Unknown,,Both,0,0,0,jugaad 3.0,simone ahuja,0-50
Kutti and the Mouse,Shobha Viswanath,5.0,5.0,2.0,1.0986122886681098,75.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,kutti and the mouse,shobha viswanath,0-50
Leave It Be: Alan Watts on the Art of Meditation,Alan Watts,5.0,5.0,2.0,1.0986122886681098,1313.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,leave it be: alan watts on the art of meditation,alan watts,0-50
"Life Changing Secrets from the 3 Masters of Success: Three Habits to Achieve Abundance in Your Finances, Your Relationships,Your Health, and Your Life",Joseph Murphy,5.0,5.0,2.0,1.0986122886681098,469.0,This audiobook is about the way the world really works. Certain unseen principles control the translation of our desires to reality. These lie in the power of your mind. They are laid out here clearly and straightforwardly: Follow the process; success will be yours.,Unknown,Unknown,,Unknown,,Both,1,0,0,"life changing secrets from the 3 masters of success: three habits to achieve abundance in your finances, your relationships,your health, and your life",joseph murphy,0-50
Life: A User’s Manual: Philosophy for Every and Any Eventuality,Julian Baggini,5.0,5.0,2.0,1.0986122886681098,888.0,Brought to you by Penguin.,Philosophy of Society | Textbooks & Study Guides,",#3,031 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#9 in Philosophy of Society,#34,065 in Textbooks & Study Guides",3031.0,12 hours and 41 minutes,761.0,Both,1,1,1,life: a user’s manual: philosophy for every and any eventuality,julian baggini,0-50
Livewired: The Inside Story of the Ever-Changing Brain,David Eagleman,5.0,5.0,2.0,1.0986122886681098,949.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,livewired: the inside story of the ever-changing brain,david eagleman,0-50
Mark Twain - The Complete Novels,Mark Twain,5.0,5.0,2.0,1.0986122886681098,32.0,Unknown,Unknown,Unknown,,Unknown,,Both,0,0,0,mark twain - the complete novels,mark twain,0-50
Of Privacy and Power: The Transatlantic Struggle over Freedom and Security,Henry Farrell,5.0,5.0,2.0,1.0986122886681098,586.0,"We live in an interconnected world, where security problems like terrorism are spilling across borders, and globalized data networks and e-commerce platforms are reshaping the world economy. This means that states' jurisdictions and rule systems clash. How have they negotiated their differences over freedom and security? Of Privacy and Power investigates how the European Union and United States, the two major regulatory systems in world politics, have regulated privacy and security, and how their agreements and disputes have reshaped the transatlantic relationship.",Computer Security | Economic Conditions (Books) | International Relations & Globalization,",#183 in Computer Security,#244 in Economic Conditions (Books),#658 in International Relations & Globalization",,8 hours and 52 minutes,532.0,Advanced Only,1,1,1,of privacy and power: the transatlantic struggle over freedom and security,henry farrell,0-50
"Savarkar: Echoes of a Forgotton Past, Vol. 1: Part 2",Vikram Sampath,5.0,5.0,2.0,1.0986122886681098,879.0,"As the intellectual fountainhead of the ideology of Hindutva, which is in political ascendancy in India today, Vinayak Damodar Savarkar is undoubtedly one of the most contentious political thinkers and leaders of the 20th century.",Colonialism & Post-Colonialism | Political Freedom & Security | Biographies of Politicians,",#2,070 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#5 in Colonialism & Post-Colonialism,#16 in Political Freedom & Security (Audible Audiobooks & Originals),#18 in Biographies of Politicians",2070.0,8 hours and 33 minutes,513.0,Both,1,1,1,"savarkar: echoes of a forgotton past, vol. 1: part 2",vikram sampath,0-50
Tales of Horror and Suspense: 50 Great Classic Horror Stories,H. P. Lovecraft,5.0,5.0,2.0,1.0986122886681098,3416.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,tales of horror and suspense: 50 great classic horror stories,h. p. lovecraft,0-50
The 108 Upanishads: An Introduction,Roshen Dalal,5.0,5.0,2.0,1.0986122886681098,1256.0,"This book is a thoroughly researched primer on the 108 Upanishads, philosophical treatises that form a part of the Vedas, the revered Hindu texts. These Upanishads contain the most crystallized bits of wisdom gleaned from Hinduism. Roshen Dalal explains the concepts at the core of each Upanishad clearly and lucidly. Moreover, her vast, diverse philosophical and theological readings add priceless scholarly context to this comprehensive and fascinating volume.",History of Religion | Religious History | Religion & Philosophy,",#301 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#2 in History of Religion (Audible Audiobooks & Originals),#2 in Religious History,#2 in Religion & Philosophy",301.0,16 hours and 37 minutes,997.0,Advanced Only,1,1,1,the 108 upanishads: an introduction,roshen dalal,0-50
The Art of Public Speaking: Lessons from the Greatest Speeches in History,John R. Hale,5.0,5.0,2.0,1.0986122886681098,501.0,"Being a great public speaker can put you on the pathway to success, whether you're looking to teach, inform, persuade, or defend an idea. Yet many of us live in fear of public speaking. We experience stage fright or believe that speeches are best left to those with more intuitive talent. But nothing could be further from the truth.",Unknown,Unknown,,Unknown,,Both,1,0,0,the art of public speaking: lessons from the greatest speeches in history,john r. hale,0-50
"The Caboose Mystery: The Boxcar Children Mysteries, Vol. 11",Gertrude Chandler Warner,5.0,5.0,2.0,1.0986122886681098,234.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,"the caboose mystery: the boxcar children mysteries, vol. 11",gertrude chandler warner,0-50
The Fall and Rise of China,Richard Baum,5.0,5.0,2.0,1.0986122886681098,1774.0,"How can we account for China’s momentous - and almost wholly unanticipated - global rise? And what does it mean, for us in the West and for humanity’s future?",Ancient History | World History | Ancient History (Books),",#4,725 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#24 in Ancient History (Audible Audiobooks & Originals),#80 in World History (Audible Audiobooks & Originals),#397 in Ancient History (Books)",4725.0,24 hours and 8 minutes,1448.0,Advanced Only,1,1,1,the fall and rise of china,richard baum,0-50
The First Time He Hit Her: The Murder of Tara Costigan,Heidi Lemon,5.0,5.0,2.0,1.0986122886681098,805.0,Unknown,Unknown,Unknown,,Unknown,,Both,0,0,0,the first time he hit her: the murder of tara costigan,heidi lemon,0-50
The Lion and the Mouse,Lavanya R. N,5.0,5.0,2.0,1.0986122886681098,75.0,"Can a lion and a mouse ever be friends? This story, narrated brilliantly by Karthik Kumar, will show you a mighty lion realizing that even the littlest of friends are worth having.","Lions, Tigers & Leopards Fiction for Children | Mice, Hamsters, Guinea Pigs & Squirrels Fiction for Children | Animal Fiction for Children",",#3,539 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#3 in Lions, Tigers & Leopards Fiction for Children,#5 in Mice, Hamsters, Guinea Pigs & Squirrels Fiction for Children,#41 in Animal Fiction for Children",3539.0,8 minutes,8.0,Advanced Only,1,1,1,the lion and the mouse,lavanya r. n,0-50
The Rumour,Anushka Ravishankar,5.0,5.0,2.0,1.0986122886681098,75.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,the rumour,anushka ravishankar,0-50
The Sonic Breach,Victor Appleton,5.0,5.0,2.0,1.0986122886681098,351.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,the sonic breach,victor appleton,0-50
101 Amazing Facts About Trees,Jack Goldstein,5.0,5.0,1.0,0.6931471805599453,152.0,How can you use a tree as a compass? What on earth makes maple trees explode? Where is the tallest tree in the world? And how can a tree own itself?,"Audiobooks on Flowers & Trees for Children | Botany & Plants | Children's Science, Nature & Technology (Books)",",#29,657 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#3 in Audiobooks on Flowers & Trees for Children,#36 in Botany & Plants,#14,830 in Children's Science, Nature & Technology (Books)",29657.0,35 minutes,35.0,Both,1,1,1,101 amazing facts about trees,jack goldstein,0-50
50 Self-Help Classics to Guide You to Financial Freedom,Napoleon Hill,5.0,5.0,1.0,0.6931471805599453,32.0,This Audiobook contains the following works:,Money Management | Personal Development & Self-Help,",#948 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#4 in Money Management,#2,204 in Personal Development & Self-Help",948.0,95 hours and 1 minute,5701.0,Both,1,1,1,50 self-help classics to guide you to financial freedom,napoleon hill,0-50
Aamool Kranti Ki Chunauti [Radical Revolution Is the Key Challenge],J. Krishnamurti,5.0,5.0,1.0,0.6931471805599453,668.0,"The Urgency of Change Krishnamurthy ki sarvadhik chunautipurva pustak hai, jaisa ki 1971 mein London se prakashit iske mool angrezi sankaran ke mukhpristh par ingit kiya gaya tha. Jeevan se jude vividh vishyon par iss pustak mein bebaaki ke saath prasn-darr pooche gaye hain aur Krishnamurthy ne badi baariki se unki padhtaal ki hai. Ve uttar dekar prasn ko nipta nahin dete, balki iss sah-sanvaad mein unn prasnon ke naye, undekhe pehluyon ko ujaagar karte chalet hain, aur saath hee pooch bhi liya karte hain ki saath-saath ki jaa rahi iss parakj ke dawraan prasnkarta ke antarjagat mein ghatit kya ho raha hai.",Unknown,Unknown,,Unknown,,Both,1,0,0,aamool kranti ki chunauti [radical revolution is the key challenge],j. krishnamurti,0-50
Birth of Ganesha,Shobha Viswanath,5.0,5.0,1.0,0.6931471805599453,75.0,Unknown,Unknown,Unknown,,Unknown,,Both,0,0,0,birth of ganesha,shobha viswanath,0-50
Born to Run Barefoot?: Sorting Through the Myths and Facts of Barefoot Running,Chas Gillespie,5.0,5.0,1.0,0.6931471805599453,100.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,born to run barefoot?: sorting through the myths and facts of barefoot running,chas gillespie,0-50
"Buddha the First Quantum Physicist: Bridging 2500 Years, Buddha and Albert Einstein Speak the Same Language",OSHO,5.0,5.0,1.0,0.6931471805599453,134.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,"buddha the first quantum physicist: bridging 2500 years, buddha and albert einstein speak the same language",osho,0-50
Constitutional Grounds for Presidential Impeachment,The Majority Staff of the House Committee on the Judiciary -- 116th Congress (1st Session),5.0,5.0,1.0,0.6931471805599453,0.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,constitutional grounds for presidential impeachment,the majority staff of the house committee on the judiciary -- 116th congress (1st session),0-50
Dale Carnegie & Associates' Listen!: The Art of Effective Communication,Dale Carnegie & Associates,5.0,5.0,1.0,0.6931471805599453,586.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,dale carnegie & associates' listen!: the art of effective communication,dale carnegie & associates,0-50
Diktate - hören - schreiben - korrigieren: Deutsch üben,Werner Heidemann,5.0,5.0,1.0,0.6931471805599453,837.0,Unknown,German Language Learning | Language Learning & Teaching,",#4,922 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#9 in German Language Learning,#1,773 in Language Learning & Teaching",4922.0,2 hours and 24 minutes,144.0,Both,0,1,1,diktate - hören - schreiben - korrigieren: deutsch üben,werner heidemann,0-50
Eighty Days to Elsewhere,KC Dyer,5.0,5.0,1.0,0.6931471805599453,1131.0,Unknown,Unknown,Unknown,,Unknown,,Advanced Only,0,0,0,eighty days to elsewhere,kc dyer,0-50
Free Excerpt: Star Wars: Heir to the Empire - Behind the Scenes,Timothy Zahn,5.0,5.0,1.0,0.6931471805599453,0.0,Unknown,Unknown,Unknown,,Unknown,,Both,0,0,0,free excerpt: star wars: heir to the empire - behind the scenes,timothy zahn,0-50
